2026-04-17 17:50:50,981 [WARNING] No se pudo cargar robots.txt (Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed]). Se asume acceso permitido.
2026-04-17 17:50:50,981 [INFO] Iniciando crawl async: https://www.smurfitkappa.com/co | concurrencia=10
2026-04-17 17:50:51,051 [WARNING] [ERROR intento 1/3] https://www.smurfitkappa.com/co: Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed] → reintentando en 2.0s
2026-04-17 17:50:53,821 [INFO] [OK] https://www.smurfitkappa.com/co | 4,204 chars | 3 chunks
2026-04-17 17:54:48,840 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/transportation-box-for-bees | 2,821 chars | 2 chunks
2026-04-17 17:54:48,957 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/danfoss | 1,760 chars | 2 chunks
2026-04-17 17:54:48,974 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/scania | 1,332 chars | 1 chunks
2026-04-17 17:54:48,996 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/aditec | 1,532 chars | 2 chunks
2026-04-17 17:54:49,532 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/cementos-panam | 1,203 chars | 1 chunks
2026-04-17 17:54:49,588 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/opp-film | 1,174 chars | 1 chunks
2026-04-17 17:54:49,630 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/car-headlight-packaging | 1,434 chars | 1 chunks
2026-04-17 17:54:49,647 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/tres-lomas-group | 1,390 chars | 1 chunks
2026-04-17 17:54:50,227 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/industrial-lighting-packaging | 1,471 chars | 1 chunks
2026-04-17 17:54:50,409 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/procomin-paper-sacks | 1,307 chars | 1 chunks
2026-04-17 17:54:50,467 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/dorel | 1,428 chars | 1 chunks
2026-04-17 17:54:50,485 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/rheem | 1,420 chars | 1 chunks
2026-04-17 17:54:50,503 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/ib-laursen | 1,686 chars | 2 chunks
2026-04-17 17:54:50,672 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/stauning-whisky | 1,922 chars | 2 chunks
2026-04-17 17:54:50,759 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/la-trappe | 1,548 chars | 2 chunks
2026-04-17 17:54:51,181 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/extrusiones | 1,731 chars | 2 chunks
2026-04-17 17:54:51,933 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/embutidos | 1,809 chars | 2 chunks
2026-04-17 17:54:52,070 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/papa-johns | 2,626 chars | 2 chunks
2026-04-17 17:54:52,585 [INFO] --- Progreso: 1093 páginas scrapeadas | 140 en cola ---
2026-04-17 17:54:53,499 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/balsam-hill | 2,198 chars | 2 chunks
2026-04-17 17:54:53,585 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/beer52-advent-calendar | 1,481 chars | 1 chunks
2026-04-17 17:54:53,623 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/schwarzkopf | 1,776 chars | 2 chunks
2026-04-17 17:54:53,666 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/benefit-cosmetics | 3,431 chars | 3 chunks
2026-04-17 17:54:53,687 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/tiptoi | 1,338 chars | 1 chunks
2026-04-17 17:54:54,377 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/beerselect | 1,796 chars | 2 chunks
2026-04-17 17:54:54,645 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/frittenwerk | 2,116 chars | 2 chunks
2026-04-17 17:54:54,669 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/hine-cognac | 1,846 chars | 2 chunks
2026-04-17 17:54:54,691 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/munchmallow | 1,482 chars | 1 chunks
2026-04-17 17:54:54,716 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/golf-pride | 2,148 chars | 2 chunks
2026-04-17 17:54:54,771 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/ron-bermudez | 1,646 chars | 2 chunks
2026-04-17 17:54:54,839 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/zebrah | 1,381 chars | 1 chunks
2026-04-17 17:54:55,640 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/medovnik | 1,307 chars | 1 chunks
2026-04-17 17:54:55,858 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/premio-portafolio-smurfit-westrock-cauca-rse-2025 | 3,892 chars | 3 chunks
2026-04-17 17:54:55,902 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/bebidas-premium | 1,537 chars | 2 chunks
2026-04-17 17:54:55,944 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/bedding-packaging | 1,772 chars | 2 chunks
2026-04-17 17:54:56,530 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/siman-credit-cards | 1,525 chars | 2 chunks
2026-04-17 17:54:56,815 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/el-punto-multiple-del-sabor | 1,555 chars | 2 chunks
2026-04-17 17:54:56,980 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/design2market-factory | 2,447 chars | 2 chunks
2026-04-17 17:54:57,089 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/premio-xposible-smurfit-westrock-conservacion-oso-andino-cauca | 3,301 chars | 3 chunks
2026-04-17 17:54:57,593 [INFO] --- Progreso: 1113 páginas scrapeadas | 121 en cola ---
2026-04-17 17:54:58,338 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/premio-redeamerica-fundacion-sk | 3,068 chars | 3 chunks
2026-04-17 17:54:58,452 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/premio-red-de-ensamble-proyecto-haceb-skco | 3,726 chars | 4 chunks
2026-04-17 17:54:58,492 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/sk-colombia-eficiencia-energetica-siemens-2023 | 3,907 chars | 4 chunks
2026-04-17 17:54:58,664 [INFO] [OK] http://www.smurfitkappa.com/co/people/graduates | 2,939 chars | 2 chunks
2026-04-17 17:54:58,812 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/reconocimiento-cecodes | 2,135 chars | 2 chunks
2026-04-17 17:54:58,839 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/supplier-week-henkel-2025-reconocimiento | 2,966 chars | 3 chunks
2026-04-17 17:54:58,872 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/empaque-sostenible-colombiano-premio-internacional-gdusa-2025 | 4,099 chars | 3 chunks
2026-04-17 17:54:58,895 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/smurfit-westrock-showcases-innovation-expertise-at-worldstar-2025 | 4,117 chars | 3 chunks
2026-04-17 17:54:58,913 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/sk-ganador-premios-acccsa | 3,731 chars | 3 chunks
2026-04-17 17:54:59,106 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/sk-colombia-proveedor-ejemplar-nutresa | 2,241 chars | 2 chunks
2026-04-17 17:54:59,551 [INFO] [OK] http://www.smurfitkappa.com/co/people/safety | 2,235 chars | 2 chunks
2026-04-17 17:55:00,071 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/multipack-can-packaging/consumer-insights | 2,529 chars | 2 chunks
2026-04-17 17:55:00,435 [INFO] [OK] http://www.smurfitkappa.com/co/people/meet-our-people | 1,761 chars | 2 chunks
2026-04-17 17:55:00,975 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/multipack-can-packaging/sustainability | 2,858 chars | 3 chunks
2026-04-17 17:55:01,561 [INFO] [OK] http://www.smurfitkappa.com/co/people/careers | 1,357 chars | 1 chunks
2026-04-17 17:55:01,718 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/greenclip-can-topper | 4,029 chars | 3 chunks
2026-04-17 17:55:01,737 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/topclip-can-topper | 4,107 chars | 3 chunks
2026-04-17 17:55:01,845 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/frozen-food/cases | 3,860 chars | 3 chunks
2026-04-17 17:55:01,869 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/multipack-can-packaging/can-multipack-automation | 1,891 chars | 2 chunks
2026-04-17 17:55:01,954 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/frozen-food/folding-carton-packaging | 3,889 chars | 3 chunks
2026-04-17 17:55:02,453 [INFO] --- Progreso: 1133 páginas scrapeadas | 105 en cola ---
2026-04-17 17:55:03,362 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2026/boletin-circular-marzo-2026 | 7,119 chars | 6 chunks
2026-04-17 17:55:03,403 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/ecodiseno-empaques-eficiencia-sostenibilidad | 5,384 chars | 5 chunks
2026-04-17 17:55:03,487 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/fitomejoramiento-que-es-y-como-lo-aplica-smurfit-westrock | 13,886 chars | 11 chunks
2026-04-17 17:55:03,505 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/survey/articles/what-is-assured-sustainability-reporting-and-why-should-you-care | 6,860 chars | 6 chunks
2026-04-17 17:55:03,523 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/diseno-inteligente-empaques | 5,764 chars | 5 chunks
2026-04-17 17:55:03,590 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/soluciones-empaques-productos-fragiles | 4,749 chars | 4 chunks
2026-04-17 17:55:03,646 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/hoogstraten-punnets | 1,481 chars | 1 chunks
2026-04-17 17:55:04,173 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/survey/articles | 1,310 chars | 1 chunks
2026-04-17 17:55:04,205 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/trazabilidad-carton-economia-circular | 4,612 chars | 4 chunks
2026-04-17 17:55:04,390 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/survey/articles/how-patagonia-is-embodying-a-new-kind-of-corporate-sustainability | 6,532 chars | 5 chunks
2026-04-17 17:55:04,577 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/tendencias-empaques-2026 | 7,008 chars | 5 chunks
2026-04-17 17:55:04,889 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/empaques-listos-para-la-venta-optimizan-retail | 5,890 chars | 5 chunks
2026-04-17 17:55:04,918 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/certificaciones-ambientales-sostenibilidad | 5,199 chars | 4 chunks
2026-04-17 17:55:04,939 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/boletin-circular-diciembre-2025 | 6,642 chars | 5 chunks
2026-04-17 17:55:05,600 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/como-optimizar-empaque-campanas-fin-de-ano | 4,760 chars | 4 chunks
2026-04-17 17:55:05,651 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/empaque-diferencial-ecommerce-america-latina | 5,726 chars | 5 chunks
2026-04-17 17:55:05,749 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/como-otimizar-embalagens-campanhas-fim-de-ano | 4,760 chars | 4 chunks
2026-04-17 17:55:06,316 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/sabiduria-salvaje-ganadores-colombia-2025 | 4,769 chars | 4 chunks
2026-04-17 17:55:06,368 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/graduacion-itaf-cauca-valle-2025 | 4,276 chars | 4 chunks
2026-04-17 17:55:06,464 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/premio-civico-2025-iniciativas-ganadoras-valle-del-cauca | 5,588 chars | 4 chunks
2026-04-17 17:55:06,965 [INFO] --- Progreso: 1153 páginas scrapeadas | 100 en cola ---
2026-04-17 17:55:07,731 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/exportacion-pollo-colombia-asia-empaque-sostenible | 4,544 chars | 4 chunks
2026-04-17 17:55:07,950 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/premio-lazos-2025-britcham-un-cauca-de-oportunidades | 3,713 chars | 3 chunks
2026-04-17 17:55:07,967 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/te-aplaudo-2025-premios-proveedores-brinsa | 2,090 chars | 2 chunks
2026-04-17 17:55:07,984 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-tres-barras-50-anos-inovacao-sustentavel | 2,757 chars | 3 chunks
2026-04-17 17:55:08,915 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-mejoramiento-vial-riosucio-obras-por-impuestos | 3,974 chars | 4 chunks
2026-04-17 17:55:08,932 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-fundacion-graduacion-jovenes-valle-del-cauca | 3,013 chars | 3 chunks
2026-04-17 17:55:08,993 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/boletin-circular-noviembre-2025 | 6,431 chars | 6 chunks
2026-04-17 17:55:09,059 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/premio-emprender-paz-educacion-rural-colombia | 2,417 chars | 2 chunks
2026-04-17 17:55:09,127 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-tres-barras-50-anos-innovacion-sostenible | 2,789 chars | 3 chunks
2026-04-17 17:55:09,171 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/educacion-rural-graduacion-itaf-cauca-2024 | 3,036 chars | 3 chunks
2026-04-17 17:55:09,198 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2025/boletim-circular-novembro-2025 | 6,431 chars | 6 chunks
2026-04-17 17:55:09,223 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-named-best-irish-company-in-france | 3,107 chars | 3 chunks
2026-04-17 17:55:10,037 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/alianza-casa-humboldt-cop16 | 2,749 chars | 3 chunks
2026-04-17 17:55:10,120 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/dialogo-cop16-restauracion-ecologica-plantaciones-forestales | 3,521 chars | 3 chunks
2026-04-17 17:55:10,157 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/ganadores-concurso-sabiduria-salvaje-cop16 | 2,624 chars | 2 chunks
2026-04-17 17:55:10,207 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/alas-de-papel | 1,393 chars | 1 chunks
2026-04-17 17:55:10,258 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/polideportivo-itaf-cajibio | 3,006 chars | 3 chunks
2026-04-17 17:55:11,020 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/licenciamiento-marca-pais-esencial-costa-rica | 2,328 chars | 2 chunks
2026-04-17 17:55:11,105 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-colombia-y-wwf-colombia-unen-esfuerzos-para-promover-la-sostenibilidad | 3,141 chars | 3 chunks
2026-04-17 17:55:11,154 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-celebro-el-better-planet-packaging-day | 3,227 chars | 3 chunks
2026-04-17 17:55:11,657 [INFO] --- Progreso: 1173 páginas scrapeadas | 84 en cola ---
2026-04-17 17:55:12,460 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/sk-colombia-premio-civico-2023 | 4,731 chars | 4 chunks
2026-04-17 17:55:12,654 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/fundacion-sk-colombia-gradua-jovenes-itaf | 2,027 chars | 2 chunks
2026-04-17 17:55:12,776 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/fundacion-abriendo-caminos | 3,056 chars | 3 chunks
2026-04-17 17:55:12,794 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/alternative-to-nylon-pe-film-for-bib | 1,996 chars | 2 chunks
2026-04-17 17:55:12,823 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/sk-ecuador---nueva-linea-de-sacos | 2,703 chars | 2 chunks
2026-04-17 17:55:12,847 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/smurfit-kappa-inaugura-puente-sobre-el-rio-ortega | 4,068 chars | 3 chunks
2026-04-17 17:55:13,488 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/smurfit-kappas-innovative-supplysmart-solution-helps-businesses-think-outside-the-box | 3,612 chars | 3 chunks
2026-04-17 17:55:13,525 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/smurfit-kappa-gradua-bachilleres-en-cajibio-y-el-tambo-cauca | 2,635 chars | 2 chunks
2026-04-17 17:55:13,548 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/smurfit-kappa-comes-out-top-amongst-pepsicos | 2,905 chars | 2 chunks
2026-04-17 17:55:13,565 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2023/smurfit-kappa-inaugura-espacios-para-transformacion-de-yumbo | 3,527 chars | 3 chunks
2026-04-17 17:55:13,740 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/world-first-as-hydrogen-successfully-trialled-at-smurfit-kappa-plant-with-hyflexpower-demonstrator | 4,970 chars | 4 chunks
2026-04-17 17:55:13,827 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/fundacion-sk-modelo-gobierno-abierto | 5,301 chars | 4 chunks
2026-04-17 17:55:14,794 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/entregamos-alegria-esta-navidad-en-yumbo | 2,851 chars | 2 chunks
2026-04-17 17:55:15,029 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/sk-finalista-premios-portafolio | 3,734 chars | 3 chunks
2026-04-17 17:55:15,083 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/sk-mejor-proveedor-empaques-bimbo | 3,483 chars | 3 chunks
2026-04-17 17:55:15,113 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/estructurando-el-carton-usb-cali | 2,500 chars | 2 chunks
2026-04-17 17:55:15,143 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/smurfit-kappa-taps-into-growing-online-wine-sales-with-ecommerce-wine-packaging-portfolio | 2,902 chars | 2 chunks
2026-04-17 17:55:15,201 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/lanzamiento-tienda-virtual-todo-carton | 3,265 chars | 3 chunks
2026-04-17 17:55:15,228 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/grados-itaf | 2,360 chars | 2 chunks
2026-04-17 17:55:15,250 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/20-million-euro-investment--in-central-and-eastern-europe | 2,941 chars | 2 chunks
2026-04-17 17:55:15,751 [INFO] --- Progreso: 1193 páginas scrapeadas | 66 en cola ---
2026-04-17 17:55:16,366 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2022/fsk-mision-regional-de-la-asociacion-de-fundaciones-empresariales | 3,724 chars | 4 chunks
2026-04-17 17:55:16,616 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/new-thermo-laminated-film | 2,355 chars | 2 chunks
2026-04-17 17:55:16,637 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-un-aliado-del-sector-constructor-para-el-desarrollo-de-soluciones-sostenibles | 4,604 chars | 4 chunks
2026-04-17 17:55:16,661 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/premio-civico | 4,794 chars | 4 chunks
2026-04-17 17:55:16,681 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-recibe-reconocimiento-gemas-2021 | 2,804 chars | 2 chunks
2026-04-17 17:55:17,447 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/la-tecnologia-al-servicio-de-la-experiencia-del-cliente | 3,611 chars | 3 chunks
2026-04-17 17:55:17,554 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/launch-of-sustainable-packaging-portfolio-for-online-health-and-beauty-market | 4,162 chars | 4 chunks
2026-04-17 17:55:17,571 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-invierte-en-innovacion-y-sostenibilidad-para-el-uso-del-recurso-hidrico-en-barranquilla | 3,756 chars | 3 chunks
2026-04-17 17:55:17,627 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/a-new-sustainable-bag-made-with-recycled-and-renewable-materials | 2,968 chars | 2 chunks
2026-04-17 17:55:17,651 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/consumers-say-sustainable-packaging-influences-their-purchasing-decisions | 5,276 chars | 5 chunks
2026-04-17 17:55:17,700 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-agrees-to-acquire-600k-tonne-recycled-containerboard-mill | 3,552 chars | 3 chunks
2026-04-17 17:55:17,951 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2026/www.kantar.com/latin-america/inspiracion/consumidor/2025/descifrando-las-practicas-sostenibles-en-consumo-fmcg-del-informe-sustentar-para-ganar | 127 chars | 1 chunks
2026-04-17 17:55:18,429 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-announces-multimillion-mexican-investment | 2,625 chars | 2 chunks
2026-04-17 17:55:18,522 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/innovacion-en-la-cadena-de-suministro-sostenible | 11,428 chars | 9 chunks
2026-04-17 17:55:18,750 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-y-artesanias-de-colombia-trabajan-juntos | 4,457 chars | 4 chunks
2026-04-17 17:55:20,152 [INFO] [OK] http://www.smurfitkappa.com/co/privacy-statement | 439 chars | 1 chunks
2026-04-17 17:55:20,374 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services | 2,044 chars | 2 chunks
2026-04-17 17:55:20,411 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/bag-in-box | 3,343 chars | 3 chunks
2026-04-17 17:55:20,536 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/bag-in-box/wine | 3,421 chars | 3 chunks
2026-04-17 17:55:20,588 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages | 2,967 chars | 3 chunks
2026-04-17 17:55:21,114 [INFO] --- Progreso: 1213 páginas scrapeadas | 68 en cola ---
2026-04-17 17:55:23,663 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/bag-in-box/smartlife | 1,986 chars | 2 chunks
2026-04-17 17:55:23,966 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/thermal-packaging | 3,773 chars | 3 chunks
2026-04-17 17:55:24,011 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/protective-packaging-buffers | 4,113 chars | 4 chunks
2026-04-17 17:55:24,113 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/single-bottle-packaging | 3,182 chars | 3 chunks
2026-04-17 17:55:24,180 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/success-stories/mymuesli-success-story | 1,617 chars | 2 chunks
2026-04-17 17:55:24,345 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/bag-in-box-ecommerce-packaging | 2,199 chars | 2 chunks
2026-04-17 17:55:24,538 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/a-guide-to-frustration-free-packaging | 6,710 chars | 5 chunks
2026-04-17 17:55:24,567 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/multi-bottle-packaging | 4,280 chars | 4 chunks
2026-04-17 17:55:24,587 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/custom-cardboard-shoe-boxes | 7,310 chars | 6 chunks
2026-04-17 17:55:24,699 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/bag-in-box/vitop-taps | 3,497 chars | 3 chunks
2026-04-17 17:55:24,851 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/custom-printed-packaging | 7,784 chars | 6 chunks
2026-04-17 17:55:25,299 [INFO] [OK] http://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=5afe0180-6455-4b0c-aaba-3981b63928df | 167 chars | 1 chunks
2026-04-17 17:55:25,318 [INFO] [OK] http://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=ecf7559a-9669-4f29-9840-ce0b5f731c7f | 167 chars | 1 chunks
2026-04-17 17:55:25,696 [INFO] [OK] http://www.smurfitkappa.com/co/sectors/flowers | 2,698 chars | 2 chunks
2026-04-17 17:55:25,735 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/wine-boxes | 5,727 chars | 5 chunks
2026-04-17 17:55:25,781 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/2024/smurfit-kappa-leads-the-industry-in-worldstar-awards | 3,630 chars | 3 chunks
2026-04-17 17:55:26,008 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/technipaper | 6,088 chars | 5 chunks
2026-04-17 17:55:26,212 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/un-certified-packaging | 4,882 chars | 4 chunks
2026-04-17 17:55:26,255 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/corrugated-rolls | 3,318 chars | 3 chunks
2026-04-17 17:55:26,774 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/displays | 2,658 chars | 2 chunks
2026-04-17 17:55:27,274 [INFO] --- Progreso: 1233 páginas scrapeadas | 59 en cola ---
2026-04-17 17:55:27,764 [INFO] [GUARDADO] Checkpoint 1233: 1233 páginas | 3479 chunks → output/
2026-04-17 17:55:28,542 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/economia-circular | 127 chars | 1 chunks
2026-04-17 17:55:28,688 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability | 2,318 chars | 2 chunks
2026-04-17 17:55:28,730 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/como-se-fabrica-el-papel | 9,376 chars | 7 chunks
2026-04-17 17:55:28,783 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/paper-and-cardboard-recycling-tips | 5,439 chars | 5 chunks
2026-04-17 17:55:28,833 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/del-papel-al-empaque-el-origen-del-carton | 4,368 chars | 4 chunks
2026-04-17 17:55:28,902 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/bottle-carriers | 2,805 chars | 2 chunks
